cik,ticker,title
1573516,MUSA,Murphy USA Inc.
1636222,WING,Wingstop Inc.
1534504,PBF,PBF Energy Inc.
816956,CNMD,CONMED CORP
310142,SXT,SENSIENT TECHNOLOGIES CORP
1625414,BZUN,Baozun Inc.
895126,CHK,CHESAPEAKE ENERGY CORP
1418819,IRDMB,Iridium Communications Inc.
109177,SPB,"Spectrum Brands Holdings, Inc."
1500217,AAT,"American Assets Trust, Inc."
96966,TDE,TELEPHONE & DATA SYSTEMS INC
780571,ITRI,"ITRON, INC."
1158324,CCOI,"COGENT COMMUNICATIONS HOLDINGS, INC."
906553,BYD,BOYD GAMING CORP
825313,AB,ALLIANCEBERNSTEIN HOLDING L.P.
1748773,RTLR,RATTLER MIDSTREAM LP
1549107,MANU,Manchester United plc
1424929,FOXF,FOX FACTORY HOLDING CORP
1629137,GBT,"Global Blood Therapeutics, Inc."
1396440,MAIN,Main Street Capital CORP
1075607,TCP,TC PIPELINES LP
1027535,GBXPY,GLOBEX UTILIDADES SA /FI
932215,LGDDF,LAGARDERE GROUPE S C A/ /FI
1131324,GHDX,GENOMIC HEALTH INC
1698990,MGY,Magnolia Oil & Gas Corp
1142750,AMN,AMN HEALTHCARE SERVICES INC
1054487,ROSYY,OPEN JOINT STOCK CO LONG DISTANCE & INTERNAT COMM ROSTELECOM
1528849,RH,RH
825203,ITRO,ITRONICS INC
1581164,STAY,"Extended Stay America, Inc."
40211,GATX,GATX CORP
1437352,EVBG,"EVERBRIDGE, INC."
861842,CATY,CATHAY GENERAL BANCORP
855658,LSCC,LATTICE SEMICONDUCTOR CORP
1514991,AMCX,AMC Networks Inc.
31978,EE,EL PASO ELECTRIC CO /TX/
1258602,NNI,NELNET INC
1044896,IBA,Industrias Bachoco S.A.B. de C.V.
1077428,TCBI,TEXAS CAPITAL BANCSHARES INC/TX
700564,FULT,FULTON FINANCIAL CORP
1577368,QTS,"QTS Realty Trust, Inc."
1094739,FNSR,FINISAR CORP
819793,AIN,ALBANY INTERNATIONAL CORP /DE/
823094,BID,SOTHEBYS
96966,TDA,TELEPHONE & DATA SYSTEMS INC
1619954,INOV,"Inovalon Holdings, Inc."
1291733,GOL,Gol Intelligent Airlines Inc.
1178819,AGI,ALAMOS GOLD INC
1578735,NGHCP,National General Holdings Corp.
1578735,NGHC,National General Holdings Corp.
833640,POWI,POWER INTEGRATIONS INC
1338749,PCH,POTLATCHDELTIC CORP
1035201,CWT,CALIFORNIA WATER SERVICE GROUP
1561660,PEGI,Pattern Energy Group Inc.
1136352,CEQP,Crestwood Equity Partners LP
1509991,KOS,Kosmos Energy Ltd.
1076930,NOVT,NOVANTA INC
1443669,PRLB,Proto Labs Inc
353569,QDEL,QUIDEL CORP /DE/
1160958,IPHI,INPHI Corp
876427,MNRO,"MONRO, INC."
77449,PBY,PEP BOYS MANNY MOE & JACK
913353,CIGI,Colliers International Group Inc.
1654795,BBU,Brookfield Business Partners L.P.
1124198,FLR,FLUOR CORP
1126449,SCRPF,SEMBCORP INDUSTRIES LTD /FI
1161728,MGEE,MGE ENERGY INC
1022321,GEL,GENESIS ENERGY LP
1718512,GTES,Gates Industrial Corp plc
1568100,PD,"PagerDuty, Inc."
1666134,BL,"BLACKLINE, INC."
107140,JWA,"JOHN WILEY & SONS, INC."
789460,INT,WORLD FUEL SERVICES CORP
1552275,SUN,Sunoco LP
860413,FIBK,FIRST INTERSTATE BANCSYSTEM INC
1178879,FOLD,"AMICUS THERAPEUTICS, INC."
1619762,IGT,International Game Technology PLC
886977,MEOH ,METHANEX CORP
887343,COLB,"COLUMBIA BANKING SYSTEM, INC."
1214299,TLKGY,TELKOM SA LTD
1122976,POL,POLYONE CORP
894315,SITC,SITE Centers Corp.
730263,THO,THOR INDUSTRIES INC
84748,ROG,ROGERS CORP
1125376,ENSG,"ENSIGN GROUP, INC"
1651235,ACIA,"Acacia Communications, Inc."
55242,KMT,KENNAMETAL INC
1018963,ATI,ALLEGHENY TECHNOLOGIES INC
1517413,FSLY,"Fastly, Inc."
790816,BDN,BRANDYWINE REALTY TRUST
1378239,OMAB,Central North Airport Group
764038,SSB,SOUTH STATE Corp
1080709,ARNA,ARENA PHARMACEUTICALS INC
746598,BRC,BRADY CORP
1653653,RRR,"Red Rock Resorts, Inc."
1096061,NBGIF,NATIONAL BANK OF GREECE SA
1492658,WMGI,Wright Medical Group N.V.
1222840,RPAI,"RETAIL PROPERTIES OF AMERICA, INC."
1562476,TMHC,Taylor Morrison Home Corp
1042776,PDM,"Piedmont Office Realty Trust, Inc."
1252849,CXP,"COLUMBIA PROPERTY TRUST, INC."
1392972,PRO,"PROS Holdings, Inc."
1070081,PTCT,"PTC THERAPEUTICS, INC."
1284812,CNS,"COHEN & STEERS, INC."
1694426,DK,"Delek US Holdings, Inc."
105132,WDFC,WD 40 CO
1444380,NVRO,NEVRO CORP
833079,MTH,Meritage Homes CORP
1559865,EVTC,"EVERTEC, Inc."
1304495,NYUKF,Nippon Yusen Kabushiki Kaisha
1639225,LVGO,"Livongo Health, Inc."
66382,MLHR,MILLER HERMAN INC
1674416,CRSP,CRISPR Therapeutics AG
1498710,SAVE,"Spirit Airlines, Inc."
1627223,CC,Chemours Co
1026214,FMCC,FEDERAL HOME LOAN MORTGAGE CORP
1520697,ACHC,"Acadia Healthcare Company, Inc."
1131383,STN,STANTEC INC
824142,AAON,"AAON, INC."
795266,KBH,KB HOME
808450,NAV,NAVISTAR INTERNATIONAL CORP
1047197,ARGKF,AGGREKO PLC /FI
1172494,AUO,AU OPTRONICS CORP
1425205,IOVA,"IOVANCE BIOTHERAPEUTICS, INC."
103730,VSH,VISHAY INTERTECHNOLOGY INC
351569,ABCB,Ameris Bancorp
722830,IMMU,IMMUNOMEDICS INC
1552451,MYOK,MyoKardia Inc
1560327,RPD,"Rapid7, Inc."
315709,IBOC,INTERNATIONAL BANCSHARES CORP
1590714,ESI,Element Solutions Inc
1289308,ENS,EnerSys
933974,BRKS,"Brooks Automation, Inc."
890319,TCO,TAUBMAN CENTERS INC
1660734,TRTN,Triton International Ltd
771497,ABM,ABM INDUSTRIES INC /DE/
1102993,LPSN,LIVEPERSON INC
1014739,BIOS,"Option Care Health, Inc."
910108,LXP,LEXINGTON REALTY TRUST
912615,URBN,URBAN OUTFITTERS INC
776901,INDB,INDEPENDENT BANK CORP
1644675,MIME,Mimecast Ltd
1601072,AY,Atlantica Yield plc
99780,TRN,TRINITY INDUSTRIES INC
791440,ANSLF,ANSELL LTD
773141,MDC,MDC HOLDINGS INC
1621563,SUM,"Summit Materials, Inc."
1280600,XLRN,ACCELERON PHARMA INC
1177702,SAIA,SAIA INC
1166205,BLRDF,BILLERUD AB /FI
1358762,RETA,REATA PHARMACEUTICALS INC
1704596,EVOP,"EVO Payments, Inc."
1701732,ALTR,Altair Engineering Inc.
1159036,HALO,"HALOZYME THERAPEUTICS, INC."
1702744,SMPL,Simply Good Foods Co
16040,CBT,CABOT CORP
1740594,ARCE,Arco Platform Ltd.
1077183,NEO,NEOGENOMICS INC
17843,CRS,CARPENTER TECHNOLOGY CORP
1137182,FRCEF,FLETCHER BUILDING LTD
1704292,ZLAB,Zai Lab Ltd
820318,IIVI,II-VI INC
1114483,ITGR,Integer Holdings Corp
868780,DORM,"Dorman Products, Inc."
9984,B,BARNES GROUP INC
1192448,GKOS,GLAUKOS Corp
1173420,NG,NOVAGOLD RESOURCES INC
912767,UFPI,UNIVERSAL FOREST PRODUCTS INC
793074,WERN,WERNER ENTERPRISES INC
708955,FFBC,FIRST FINANCIAL BANCORP /OH/
1287032,PSEC,PROSPECT CAPITAL CORP
1345016,YELP,YELP INC
90498,SFNC,SIMMONS FIRST NATIONAL CORP
1332639,SSW,Seaspan CORP
730464,ATGE,Adtalem Global Education Inc.
859163,AVX,AVX Corp
1320414,SEM,SELECT MEDICAL HOLDINGS CORP
110471,WWW,WOLVERINE WORLD WIDE INC /DE/
1616000,XHR,"Xenia Hotels & Resorts, Inc."
1692705,QD,Qudian Inc.
892553,GTLS,CHART INDUSTRIES INC
899629,AKR,ACADIA REALTY TRUST
1362468,ALGT,Allegiant Travel CO
1023731,EGHT,8X8 INC /DE/
1297989,EXLS,"ExlService Holdings, Inc."
1628063,SRG,Seritage Growth Properties
1111335,VC,VISTEON CORP
899097,KBSTF,KOBE STEEL LTD /FI
1745916,PFSI,"PennyMac Financial Services, Inc."
1495153,MMYT,MakeMyTrip Ltd
56679,KFY,KORN FERRY
944336,MNHFY,MAYR MELNHOF KARTON AKTIENGESELLSCHAFT / /FI
70318,THC,TENET HEALTHCARE CORP
921738,PENN,PENN NATIONAL GAMING INC
1224608,CNO,"CNO Financial Group, Inc."
1091748,ARGO,"Argo Group International Holdings, Ltd."
98677,TR,TOOTSIE ROLL INDUSTRIES INC
1293135,VET,VERMILION ENERGY INC.
1316835,BLDR,"Builders FirstSource, Inc."
1367644,EBS,Emergent BioSolutions Inc.
828944,WSFS,WSFS FINANCIAL CORP
39368,FUL,FULLER H B CO
1124941,BECN,BEACON ROOFING SUPPLY INC
1590717,CTRE,"CareTrust REIT, Inc."
1564902,SEAS,"SeaWorld Entertainment, Inc."
225648,CVA,COVANTA HOLDING CORP
1710155,EYE,"National Vision Holdings, Inc."
821130,UZB,UNITED STATES CELLULAR CORP
1265131,HTH,Hilltop Holdings Inc.
1459200,ALRM,"Alarm.com Holdings, Inc."
1021561,NUS,NU SKIN ENTERPRISES INC
1679688,CLNY,"Colony Capital, Inc."
1650962,WBT,"Welbilt, Inc."
764065,CLF,CLEVELAND-CLIFFS INC.
1276520,GNW,GENWORTH FINANCIAL INC
807882,JACK,JACK IN THE BOX INC /NEW/
1517228,COMM,"CommScope Holding Company, Inc."
1508844,PVG,Pretium Resources Inc.
1013880,TTEC,"TTEC Holdings, Inc."
1739936,SVMK,SVMK Inc.
1501134,NVTA,Invitae Corp
1372612,BOX,BOX INC
821130,UZA,UNITED STATES CELLULAR CORP
763744,LCII,LCI INDUSTRIES
702325,FMBI,FIRST MIDWEST BANCORP INC
1725579,PS,"Pluralsight, Inc."
1611547,UE,Urban Edge Properties
1308648,AG,FIRST MAJESTIC SILVER CORP
1577916,PINC,"Premier, Inc."
1439222,AGIO,"AGIOS PHARMACEUTICALS, INC."
897723,SANM,SANMINA CORP
1332639,SSWN,Seaspan CORP
1564618,IBTX,"Independent Bank Group, Inc."
26076,CUB,CUBIC CORP /DE/
104894,WRE,WASHINGTON REAL ESTATE INVESTMENT TRUST
1437071,IVR,Invesco Mortgage Capital Inc.
94049,SCL,STEPAN CO
1575515,SFM,"Sprouts Farmers Market, Inc."
1733998,NWN,Northwest Natural Holding Co
1270073,ICPT,"INTERCEPT PHARMACEUTICALS, INC."
1445305,WK,WORKIVA INC
1614184,CADE,Cadence Bancorporation
38725,FELE,FRANKLIN ELECTRIC CO INC
1604821,NTRA,"Natera, Inc."
1669162,KNSL,"Kinsale Capital Group, Inc."
923796,GEO,GEO GROUP INC
1069258,KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC."
36146,TRMK,TRUSTMARK CORP
857855,UCBI,UNITED COMMUNITY BANKS INC
1057706,FBP,FIRST BANCORP /PR/
1127703,PRA,PROASSURANCE CORP
52795,AXE,ANIXTER INTERNATIONAL INC
105319,WW,WEIGHT WATCHERS INTERNATIONAL INC
1047127,AMKR,"AMKOR TECHNOLOGY, INC."
1161171,MAUSY,MATSUI SECURITIES CO LTD /FI
1590560,QURE,uniQure N.V.
1407623,ROIC,RETAIL OPPORTUNITY INVESTMENTS CORP
913142,BDC,BELDEN INC.
1075415,SNH,SENIOR HOUSING PROPERTIES TRUST
109563,AIT,APPLIED INDUSTRIAL TECHNOLOGIES INC
793547,NAVG,NAVIGATORS GROUP INC
1381531,UFS,Domtar CORP
43920,GEFB,GREIF INC
1517302,APAM,Artisan Partners Asset Management Inc.
899594,CPKPY,POKPHAND C P CO LTD /FI
1054905,IOSP,INNOSPEC INC.
69891,FIZZ,NATIONAL BEVERAGE CORP
1769731,HKIB,AMTD International Inc.
1158863,WAGE,"WAGEWORKS, INC."
1033012,FBC,FLAGSTAR BANCORP INC
911177,CWST,CASELLA WASTE SYSTEMS INC
1576942,SFIX,"Stitch Fix, Inc."
723612,CAR,"AVIS BUDGET GROUP, INC."
1070985,CXW,"CoreCivic, Inc."
877365,OSB,Norbord Inc.
108516,WOR,WORTHINGTON INDUSTRIES INC
1086600,ARLP,ALLIANCE RESOURCE PARTNERS LP
77877,PDCE,"PDC ENERGY, INC."
1656081,DAVA,Endava plc
1039828,AEL,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO
1689813,BHVN,Biohaven Pharmaceutical Holding Co Ltd.
1163302,X,UNITED STATES STEEL CORP
1064728,BTU,PEABODY ENERGY CORP
745026,NSS,NS GROUP INC
928876,TSEM,TOWER SEMICONDUCTOR LTD
929008,WCC,WESCO INTERNATIONAL INC
27996,DLX,DELUXE CORP
1591587,AMK,"AssetMark Financial Holdings, Inc."
1662524,AKCA,"AKCEA THERAPEUTICS, INC."
16160,CALM,CAL-MAINE FOODS INC
1356628,LTXB,ViewPoint Financial Group
820081,CBM,CAMBREX CORP
1466593,OTTR,Otter Tail Corp
927003,AEIS,ADVANCED ENERGY INDUSTRIES INC
65011,MDP,MEREDITH CORP
1672013,GOLF,Acushnet Holdings Corp.
1520006,MTDR,Matador Resources Co
1538375,LXFT,"Luxoft Holding, Inc"
822663,IPAR,INTER PARFUMS INC
1361113,VRNS,VARONIS SYSTEMS INC
1670541,ADNT,Adient plc
1176433,JPS,Nuveen Preferred & Income Securities Fund
1169561,CVLT,COMMVAULT SYSTEMS INC
715072,RNST,RENASANT CORP
866706,ESE,ESCO TECHNOLOGIES INC
910406,HAIN,HAIN CELESTIAL GROUP INC
1561680,TPH,"TRI Pointe Group, Inc."
1326732,XNCR,Xencor Inc
1577670,LADR,Ladder Capital Corp
887905,LTC,LTC PROPERTIES INC
51548,ISCA,INTERNATIONAL SPEEDWAY CORP
1618563,NSA,National Storage Affiliates Trust
889900,PTEN,PATTERSON UTI ENERGY INC
946673,BANR,BANNER CORP
1074433,CFFN,CAPITOL FEDERAL FINANCIAL
1535379,CLDR,"Cloudera, Inc."
1734713,BV,"BrightView Holdings, Inc."
1298946,DRH,DiamondRock Hospitality Co
1650132,FCPT,"Four Corners Property Trust, Inc."
203596,WSBC,WESBANCO INC
29002,DIOD,DIODES INC /DEL/
856982,MMSI,MERIT MEDICAL SYSTEMS INC
1547903,NMIH,"NMI Holdings, Inc."
8868,AVP,AVON PRODUCTS INC
1619544,JFU,9F Inc.
1269021,PTLA,PORTOLA PHARMACEUTICALS INC
1039065,OSIS,OSI SYSTEMS INC
22444,CMC,COMMERCIAL METALS Co
1657853,HTZ,"HERTZ GLOBAL HOLDINGS, INC"
1760965,KTB,"Kontoor Brands, Inc."
1464423,PMT,PennyMac Mortgage Investment Trust
1041803,PSMT,PRICESMART INC
43920,GEF,GREIF INC
893949,MD,"MEDNAX, INC."
1023514,HMY,HARMONY GOLD MINING CO LTD
26780,DAN,DANA INC
1280263,AMBA,AMBARELLA INC
1499543,NOAH,Noah Holdings Ltd
1144800,TAC,TRANSALTA CORP
766829,SJW,SJW GROUP
1144980,ABG,ASBURY AUTOMOTIVE GROUP INC
1408710,FN,Fabrinet
924901,CLI,MACK CALI REALTY CORP
3499,ALX,ALEXANDERS INC
750004,SGMS,SCIENTIFIC GAMES CORP
800344,FPAFF,FIRST PACIFIC COMPANY LTD /FI
97216,TEX,TEREX CORP
712534,FRME,FIRST MERCHANTS CORP
1028918,PPBI,PACIFIC PREMIER BANCORP INC
1388658,IRTC,"iRhythm Technologies, Inc."
1050825,SCS,STEELCASE INC
277509,FSS,FEDERAL SIGNAL CORP /DE/
1587523,KN,Knowles Corp
1492242,APLS,"Paragon Airheater Technologies, Inc."
1674335,JELD,"JELD-WEN Holding, Inc."
1604028,WMS,"ADVANCED DRAINAGE SYSTEMS, INC."
850141,HMN,HORACE MANN EDUCATORS CORP /DE/
1713947,SOGO,SOGOU INC.
1000229,CLB,CORE LABORATORIES N V
1293613,KYN,Kayne Anderson MLP/Midstream Investment Co
1580670,LGIH,"LGI Homes, Inc."
1380509,HF,"HFF, Inc."
1604481,EURN,Euronav NV
1073349,EPAY,BOTTOMLINE TECHNOLOGIES INC /DE/
785786,PLXS,PLEXUS CORP
1644406,TWNK,"Hostess Brands, Inc."
1094831,BGCP,"BGC Partners, Inc."
1771007,AFYA,Afya Ltd
912728,FWRD,FORWARD AIR CORP
59440,VGR,VECTOR GROUP LTD
760498,BANF,BANCFIRST CORP /OK/
1545851,CPG,Crescent Point Energy Corp.
1469367,RUN,Sunrun Inc.
1042893,DRQ,DRIL-QUIP INC
1723596,CLBK,"Columbia Financial, Inc."
61398,TELL,TELLURIAN INC. /DE/
1613665,GWB,"Great Western Bancorp, Inc."
1561894,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc."
1708259,LX,LexinFintech Holdings Ltd.
887596,CAKE,CHEESECAKE FACTORY INC
1128361,HOPE,HOPE BANCORP INC
1627272,OR,Osisko Gold Royalties LTD
1611647,FRPT,"Freshpet, Inc."
1159167,IRBT,IROBOT CORP
1604643,AQUA,Evoqua Water Technologies Corp.
876167,PRGS,PROGRESS SOFTWARE CORP /MA
1497770,WD,"Walker & Dunlop, Inc."
1413855,FANH,FANHUA INC.
1375151,ZGNX,"ZOGENIX, INC."
1005757,CSGS,CSG SYSTEMS INTERNATIONAL INC
1374535,AIMC,Altra Industrial Motion Corp.
932696,NSIT,INSIGHT ENTERPRISES INC
1417398,HI,"Hillenbrand, Inc."
1125920,SFLY,SHUTTERFLY INC
899923,MYGN,MYRIAD GENETICS INC
1508475,VNET,"21Vianet Group, Inc."
1668428,FG,FGL Holdings
879326,MAORF,MANDARIN ORIENTAL INTERNATIONAL LTD /FI
88205,SPXC,SPX CORP
1227654,CMP,COMPASS MINERALS INTERNATIONAL INC
837465,ELY,CALLAWAY GOLF CO
1504461,NGL,NGL Energy Partners LP
1728951,EPRT,"ESSENTIAL PROPERTIES REALTY TRUST, INC."
885978,USPH,U S PHYSICAL THERAPY INC /NV
891014,MTX,MINERALS TECHNOLOGIES INC
1709505,BEST,BEST Inc.
1574815,BMCH,"BMC STOCK HOLDINGS, INC."
1471265,NWBI,"Northwest Bancshares, Inc."
1595585,TCDA,"Tricida, Inc."
867773,SPWR,SUNPOWER CORP
1114700,GGAL,GRUPO FINANCIERO GALICIA SA
913290,FRO,FRONTLINE LTD /
799233,HTLD,HEARTLAND EXPRESS INC
1430723,SFBS,"ServisFirst Bancshares, Inc."
278166,CVCO,CAVCO INDUSTRIES INC.
1733186,VNE,"Veoneer, Inc."
1180145,CSII,Cardiovascular Systems Inc
1580905,IBP,"Installed Building Products, Inc."
1333493,EHTH,"eHealth, Inc."
886163,LGND,LIGAND PHARMACEUTICALS INC
731012,HCSG,HEALTHCARE SERVICES GROUP INC
1078075,NTCT,NETSCOUT SYSTEMS INC
90896,SKY,Skyline Champion Corp
812074,OI,OWENS ILLINOIS INC /DE/
311094,WABC,WESTAMERICA BANCORPORATION
1647088,WSC,WillScot Corp
1654151,DCPH,"Deciphera Pharmaceuticals, Inc."
884713,COT,COTT CORP /CN/
1614178,YEXT,"Yext, Inc."
1203464,IAG,IAMGOLD CORP
1545654,ALEX,"Alexander & Baldwin, Inc."
1596967,MC,Moelis & Co
1626115,PJT,PJT Partners Inc.
1362988,AYR,Aircastle LTD
1563411,CSTM,Constellium SE
913596,ARCAY,ARCADIS N V
1140470,MPGPF,MICHAEL PAGE INTERNATIONAL PLC
1522727,USAC,"USA Compression Partners, LP"
920112,HTLF,HEARTLAND FINANCIAL USA INC
1295947,PBH,Prestige Consumer Healthcare Inc.
54381,KAMN,KAMAN Corp
930236,RWT,REDWOOD TRUST INC
354963,SHEN,SHENANDOAH TELECOMMUNICATIONS CO/VA/
1350593,MWA,"Mueller Water Products, Inc."
1092699,SPSC,SPS COMMERCE INC
1347426,BMA,Macro Bank Inc.
1299709,AX,"Axos Financial, Inc."
891024,PDCO,"PATTERSON COMPANIES, INC."
1526113,GNL,"Global Net Lease, Inc."
2230,ADX,"ADAMS DIVERSIFIED EQUITY FUND, INC."
1596964,HLG,Hailiang Education Group Inc.
1334036,CROX,"Crocs, Inc."
1178970,PFS,PROVIDENT FINANCIAL SERVICES INC
1368458,SBH,"Sally Beauty Holdings, Inc."
1756497,CHNG,Change Healthcare Inc.
901491,PZZA,PAPA JOHNS INTERNATIONAL INC
1609550,INSP,"Inspire Medical Systems, Inc."
1070412,CNX,CNX Resources Corp
1160846,OIBRQ,OI S.A. - In Judicial Reorganization
1473078,CHSP,Chesapeake Lodging Trust
1072483,SPPJY,SAPPI LTD
1483934,STNG,Scorpio Tankers Inc.
1622194,DEA,"Easterly Government Properties, Inc."
867374,EFII,ELECTRONICS FOR IMAGING INC
1386278,GDOT,GREEN DOT CORP
1519061,TSE,Trinseo S.A.
874866,CRVL,CORVEL CORP
43196,GTN,GRAY TELEVISION INC
1525769,PLAY,"Dave & Buster's Entertainment, Inc."
896264,USNA,USANA HEALTH SCIENCES INC
1289877,SFL,Ship Finance International LTD
1382821,RDFN,Redfin Corp
1546417,BLMN,"Bloomin' Brands, Inc."
1685715,JAG,Jagged Peak Energy Inc.
1653242,NTB,Bank of N.T. Butterfield & Son Ltd
70487,NRC,NATIONAL RESEARCH CORP
1314727,SONO,Sonos Inc
752714,MGRC,MCGRATH RENTCORP
790359,NBTB,NBT BANCORP INC
1332349,BKD,Brookdale Senior Living Inc.
1405495,IDCC,"InterDigital, Inc."
1185348,PRAA,PRA GROUP INC
1683825,TRVG,trivago N.V.
1124804,MDRX,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC."
1362004,ICFI,"ICF International, Inc."
1418100,AVYA,Avaya Holdings Corp.
794685,GAB,GABELLI EQUITY TRUST INC
805676,PRK,PARK NATIONAL CORP /OH/
1104506,INSM,INSMED Inc
1096752,EPC,EDGEWELL PERSONAL CARE Co
1126874,ERF,ENERPLUS Corp
1029509,AETUF,ARC RESOURCES LTD.
1396814,PCRX,"Pacira BioSciences, Inc."
1090454,FUWAF,FURUKAWA ELECTRIC CO LTD
1641991,FLOW,"SPX FLOW, Inc."
1750,AIR,AAR CORP
19411,MGLN,MAGELLAN HEALTH INC
19745,CPK,CHESAPEAKE UTILITIES CORP
1713334,MSC,STUDIO CITY INTERNATIONAL HOLDINGS Ltd
1389050,AROC,"Archrock, Inc."
1490281,GRPN,"Groupon, Inc."
1108134,BHLB,BERKSHIRE HILLS BANCORP INC
89439,MLI,MUELLER INDUSTRIES INC
940942,HUBG,"Hub Group, Inc."
3453,MATX,"Matson, Inc."
9092,BMI,BADGER METER INC
1620459,JRVR,"James River Group Holdings, Ltd."
1355754,INST,INSTRUCTURE INC
1172052,SAFT,SAFETY INSURANCE GROUP INC
913059,BBAR,BBVA BANCO FRANCES SA
818033,HRTX,"HERON THERAPEUTICS, INC. /DE/"
104040,WACLY ,WACOAL HOLDINGS CORP
1050446,MSTR,MICROSTRATEGY Inc
1133470,CVGW,CALAVO GROWERS INC
1746618,RVLV,"Revolve Group, Inc."
1012019,RUSHA,RUSH ENTERPRISES INC TX
57131,LZB,LA-Z-BOY INC
1759614,YJ,Yunji Inc.
1512762,CHRS,"Coherus BioSciences, Inc."
1012019,RUSHB,RUSH ENTERPRISES INC TX
28917,DDS,"DILLARD'S, INC."
867536,JELCF,JOHNSON ELECTRIC HOLDINGS LTD /FI
1530804,TROX,Tronox Holdings plc
1035983,FIX,COMFORT SYSTEMS USA INC
1113256,MTOR,"MERITOR, INC."
1318084,CORE,"Core-Mark Holding Company, Inc."
1644378,RMR,RMR GROUP INC.
1630472,TRTX,"TPG RE Finance Trust, Inc."
1578732,MMI,"Marcus & Millichap, Inc."
1620280,UNIT,Uniti Group Inc.
45876,HSC,HARSCO CORP
230557,SGZA,SELECTIVE INSURANCE GROUP INC
1356576,SUPN,"SUPERNUS PHARMACEUTICALS, INC."
1222922,EVV,EATON VANCE LTD DURATION INCOME FUND
703351,EAT,"BRINKER INTERNATIONAL, INC"
811596,KALU,KAISER ALUMINUM CORP
1031203,GPI,GROUP 1 AUTOMOTIVE INC
1446847,IRWD,IRONWOOD PHARMACEUTICALS INC
99614,TY,TRI-CONTINENTAL CORP
1273685,NYMT,NEW YORK MORTGAGE TRUST INC
949158,CRAY,CRAY INC
67215,DY,DYCOM INDUSTRIES INC
1561566,QIWI,QIWI
794619,AMWD,AMERICAN WOODMARK CORP
887733,CENTA,CENTRAL GARDEN & PET CO
1050441,EGBN,EAGLE BANCORP INC
887733,CENT,CENTRAL GARDEN & PET CO
1046568,CECO,CAREER EDUCATION CORP
927604,KWHAF,K WAH INTERNATIONAL HOLDINGS LTD /FI
1327068,USO,"United States Oil Fund, LP"
1157601,MDGL,"MADRIGAL PHARMACEUTICALS, INC."
1741530,QFIN,"360 Finance, Inc."
1005210,SPH,SUBURBAN PROPANE PARTNERS LP
701288,ATRI,ATRION CORP
1628738,BOLD,"Audentes Therapeutics, Inc."
1088856,CORT,CORCEPT THERAPEUTICS INC
874977,STFC,State Auto Financial CORP
1647513,NBLX,Noble Midstream Partners LP
1288469,MXL,MAXLINEAR INC
6955,ATU,ACTUANT CORP
1748907,ORTX,Orchard Therapeutics plc
1737450,OPRA,Opera Ltd
852772,DENN,DENNY'S Corp
917273,RMBS,RAMBUS INC
911109,MINI,MOBILE MINI INC
1289848,HURN,Huron Consulting Group Inc.
73756,OII,OCEANEERING INTERNATIONAL INC
899715,SKT,"TANGER FACTORY OUTLET CENTERS, INC"
314489,BUSE,FIRST BUSEY CORP /NV/
1065332,EGOV,NIC INC
933036,RCII,RENT A CENTER INC DE
1636422,HCAT,"Health Catalyst, Inc."
1379041,EIG,"Employers Holdings, Inc."
893691,DOOR,MASONITE INTERNATIONAL CORP
1280784,HTGC,"Hercules Capital, Inc."
1508655,TSLX,"TPG Specialty Lending, Inc."
1130498,SPMYY,SPIRENT PLC
1666138,ATKR,Atkore International Group Inc.
1677703,CNDT,CONDUENT Inc
1658566,CDEV,"Centennial Resource Development, Inc."
1012771,FFG,FBL FINANCIAL GROUP INC
912463,GES,GUESS INC
918608,EGO,ELDORADO GOLD CORP /FI
56978,KLIC,KULICKE & SOFFA INDUSTRIES INC
48287,HNI,HNI CORP
866729,SCHL,SCHOLASTIC CORP
897077,ALG,ALAMO GROUP INC
1041859,PLCE,"Childrens Place, Inc."
1671013,CATM,Cardtronics plc
742126,ECOL,"US ECOLOGY, INC."
1574774,BEAT,"BIOTELEMETRY, INC."
1177648,ENTA,ENANTA PHARMACEUTICALS INC
1501570,VBTX,"Veritex Holdings, Inc."
1560241,GTHX,"G1 Therapeutics, Inc."
1599617,DNOW,NOW Inc.
1024795,HLIO,"HELIOS TECHNOLOGIES, INC."
1644440,GCP,GCP Applied Technologies Inc.
1493594,MTSI,"MACOM Technology Solutions Holdings, Inc."
861459,GVA,GRANITE CONSTRUCTION INC
804116,RVT,"ROYCE VALUE TRUST, INC."
1273685,NYMTO,NEW YORK MORTGAGE TRUST INC
842633,TRS,TRIMAS CORP
903129,THRM,GENTHERM Inc
912562,ROCK,"GIBRALTAR INDUSTRIES, INC."
1039399,FORM,FORMFACTOR INC
1508478,ARCO,Arcos Dorados Holdings Inc.
1770883,LINX,Linx S.A.
1631825,PSDO,"Presidio, Inc."
1582568,PBFX,PBF Logistics LP
1517396,SSYS,STRATASYS LTD.
1257640,KRO,KRONOS WORLDWIDE INC
798783,UHT,UNIVERSAL HEALTH REALTY INCOME TRUST
884219,VVI,VIAD CORP
1273685,NYMTP,NEW YORK MORTGAGE TRUST INC
1164863,NPO,"ENPRO INDUSTRIES, INC"
